tree_ID,meas_seq,Site,Col,Row,Rep,Blk,Seedlot,Tree,HT3,Dam3,HT6,Dam6,Comment6,HT10,Dam10,Comment10
57655,3759,Terr,27,47,8,10,348,3,30,,76,,,115,,
57656,3760,Terr,27,48,8,10,348,4,35,,78,,,132,,
57195,3299,Terr,20,30,6,12,348,2,37,,76,,,165,,
55610,1714,Terr,59,50,5,7,348,2,40,,114,,,211,,
57196,3300,Terr,20,29,6,12,348,1,41,,75,,,135,,
55611,1715,Terr,59,51,5,7,348,3,41,,71,,,157,,
56464,2568,Terr,9,8,7,2,348,4,41,,92,,,177,,
57193,3297,Terr,20,32,6,12,348,4,41,,96,,,192,,
56380,2484,Terr,7,52,4,13,348,4,43,,83,,,127,,
54963,1067,Terr,49,43,1,11,348,3,43,,100,,,155,,
54962,1066,Terr,49,42,1,11,348,2,48,,72,,,122,,
57654,3758,Terr,27,46,8,10,348,2,48,,84,,,146,,
56377,2481,Terr,7,49,4,13,348,1,48,,114,,,169,,
56463,2567,Terr,9,7,7,2,348,3,48,,102,,,189,,
55612,1716,Terr,59,52,5,7,348,4,50,,100,,,174,,
54964,1068,Terr,49,44,1,11,348,4,50,,105,,,210,,
56461,2565,Terr,9,5,7,2,348,1,50,,104,,,216,,
54961,1065,Terr,49,41,1,11,348,1,51,,105,,,190,,
54770,874,Terr,46,23,2,3,348,3,53,,104,,,191,,
54771,875,Terr,46,22,2,3,348,2,54,,109,,,177,,
56462,2566,Terr,9,6,7,2,348,2,56,,112,,,200,,
54769,873,Terr,46,24,2,3,348,4,58,,134,,,259,,
54672,776,Terr,45,8,3,13,348,4,62,,119,w,,245,,
57194,3298,Terr,20,31,6,12,348,3,63,,116,,,214,,
57653,3757,Terr,27,45,8,10,348,1,63,,124,,,218,,
54669,773,Terr,45,5,3,13,348,1,63,,98,w,,254,,
56379,2483,Terr,7,51,4,13,348,3,64,,124,,,214,,
55609,1713,Terr,59,49,5,7,348,1,64,,141,,,275,,
56378,2482,Terr,7,50,4,13,348,2,73,,145,,,281,,
54772,876,Terr,46,21,2,3,348,1,74,,131,,,196,,
54670,774,Terr,45,6,3,13,348,2,74,,151,,,275,,
54671,775,Terr,45,7,3,13,348,3,79,,109,w,,254,,
59446,1454,Tete,12,83,1,8,348,3,28,,94,,,151,,
58316,324,Tete,3,68,7,12,348,4,30,,50,,,94,,
59726,1734,Tete,14,59,3,8,348,3,31,,82,,,,,
60836,2844,Tete,23,28,6,15,348,4,36,,83,,,238,,
61962,3970,Tete,32,127,5,12,348,3,37,,76,,,164,,
59728,1736,Tete,14,57,3,8,348,1,43,,115,,,233,,
58313,321,Tete,3,65,7,12,348,1,43,,81,,,,,
61535,3543,Tete,28,42,8,14,348,2,48,,100,,,239,,
59170,1178,Tete,10,103,2,7,348,3,48,,84,,,,,
58314,322,Tete,3,66,7,12,348,2,48,,68,,,,,
59169,1177,Tete,10,104,2,7,348,4,50,,103,,,180,,
61534,3542,Tete,28,43,8,14,348,3,50,,86,,,216,,
61536,3544,Tete,28,41,8,14,348,1,53,,134,,,289,,
61065,3073,Tete,25,1,4,12,348,1,53,,,,,,,
59447,1455,Tete,12,82,1,8,348,2,55,,139,,,296,,
59727,1735,Tete,14,58,3,8,348,2,55,,139,,,,,
59445,1453,Tete,12,84,1,8,348,4,57,,143,,,314,,
59725,1733,Tete,14,60,3,8,348,4,57,,101,,,,,
59171,1179,Tete,10,102,2,7,348,2,60,,124,,,,,
59172,1180,Tete,10,101,2,7,348,1,61,,94,,,177,,
61964,3972,Tete,32,125,5,12,348,1,61,,115,,,,,
61067,3075,Tete,25,3,4,12,348,3,63,,125,,,312,,
61963,3971,Tete,32,126,5,12,348,2,64,,164,,,270,,
60833,2841,Tete,23,25,6,15,348,1,,,,,,,,
60834,2842,Tete,23,26,6,15,348,2,,,,,,,,
58315,323,Tete,3,67,7,12,348,3,,,,,,,,
64586,2498,Well,27,90,8,12,348,2,22,,51,,,99,,
62435,347,Well,6,78,6,2,348,2,24,,38,,,59,,
65134,3046,Well,33,38,2,15,348,2,24,,76,,,215,,
62434,346,Well,6,79,6,2,348,3,26,,50,,,95,,
65135,3047,Well,33,39,2,15,348,3,28,,64,,,133,,
65969,3881,Well,43,33,7,1,348,1,28,,46,,,139,,
65616,3528,Well,39,16,1,15,348,4,29,,51,,,129,,
65972,3884,Well,43,36,7,1,348,4,30,,108,,,165,,
63902,1814,Well,21,6,3,14,348,2,32,,54,f,,61,d,
65543,3455,Well,38,58,5,5,348,2,32,,66,,,123,,
65614,3526,Well,39,14,1,15,348,2,33,,59,,,179,,
65615,3527,Well,39,15,1,15,348,3,37,,66,,,182,,
65133,3045,Well,33,37,2,15,348,1,40,,112,,,273,,
65613,3525,Well,39,13,1,15,348,1,41,,90,,,200,,
65136,3048,Well,33,40,2,15,348,4,46,,114,,,272,,
63636,1548,Well,18,61,4,4,348,1,51,,47,,,95,,
65970,3882,Well,43,34,7,1,348,2,15,d,59,,,54,,
62436,348,Well,6,77,6,2,348,1,18,d,20,d .,,28,ck,
63903,1815,Well,21,7,3,14,348,3,20,d,31,,,56,,
63904,1816,Well,21,8,3,14,348,4,21,d,44,f,,96,,
64588,2500,Well,27,92,8,12,348,4,23,d,37,,,83,,
65971,3883,Well,43,35,7,1,348,3,40,d,19,d f,,272,,
63901,1813,Well,21,5,3,14,348,1,19,d k,43,,,80,,
63633,1545,Well,18,64,4,4,348,4,31,k .,71,,,176,,
62433,345,Well,6,80,6,2,348,4,14,t,27,,,46,k,
64587,2499,Well,27,91,8,12,348,3,18,t,39,,,80,k,
64585,2497,Well,27,89,8,12,348,1,20,t,55,,,111,,
63634,1546,Well,18,63,4,4,348,3,30,t,76,,,162,,
63635,1547,Well,18,62,4,4,348,2,30,t,52,,,172,,
65541,3453,Well,38,60,5,5,348,4,35,t,86,,,225,,
65542,3454,Well,38,59,5,5,348,3,40,t,74,,,164,,
65544,3456,Well,38,57,5,5,348,1,42,t,95,,,226,,
68573,2049,Whit,1,17,2,13,348,1,23,,,,,,3,Dead
69275,2751,Whit,66,22,7,11,348,2,25,,64,,,,3,Dead
69286,2762,Whit,55,22,4,13,348,3,26,,,,,,3,Dead
67584,1060,Whit,36,9,1,4,348,4,29,,,,,,3,Dead
67583,1059,Whit,35,9,1,4,348,3,32,,46,,,75,1,
69287,2763,Whit,54,22,4,13,348,2,33,,27,i d,,90,1,
67934,1410,Whit,127,12,8,1,348,3,35,,81,,,166,1,
69580,3056,Whit,17,24,5,10,348,1,38,,76,,,132,1,
66684,160,Whit,97,2,6,11,348,1,38,,87,k,,179,1 kd,
67581,1057,Whit,33,9,1,4,348,1,38,,13,d,,,3,Dead
68915,2391,Whit,87,19,3,3,348,3,42,,128,,,297,1,
68913,2389,Whit,85,19,3,3,348,1,43,,98,k,,167,1 d,
66681,157,Whit,100,2,6,11,348,4,47,,100,k,,275,1,
68575,2051,Whit,3,17,2,13,348,3,,,,,,,3,Dead
68914,2390,Whit,86,19,3,3,348,2,,,,,,,3,Dead
69276,2752,Whit,65,22,7,11,348,1,,,,,,,3,Dead
67933,1409,Whit,128,12,8,1,348,4,,,,,,,3,Dead
67936,1412,Whit,125,12,8,1,348,1,,,,,,,3,Dead
68916,2392,Whit,88,19,3,3,348,4,17,d,,,,,3,Dead
66683,159,Whit,98,2,6,11,348,2,18,d,,,,,3,Dead
68576,2052,Whit,4,17,2,13,348,4,19,d,43,k,,142,1 kl,
67582,1058,Whit,34,9,1,4,348,2,19,d,,,,,3,Dead
69274,2750,Whit,67,22,7,11,348,3,21,d,44,,,127,1,
68574,2050,Whit,2,17,2,13,348,2,21,d,43,,,,3,Dead
69579,3055,Whit,18,24,5,10,348,2,22,d,,,,,3,Dead
69288,2764,Whit,53,22,4,13,348,1,23,d,,,,,3,Dead
69578,3054,Whit,19,24,5,10,348,3,24,d,,,,,3,Dead
67935,1411,Whit,126,12,8,1,348,2,27,d,53,k,,119,1 k,
69577,3053,Whit,20,24,5,10,348,4,27,d,,,,,3,Dead
66682,158,Whit,99,2,6,11,348,3,28,d,79,k,,158,1 k,
69285,2761,Whit,56,22,4,13,348,4,28,d,,,,,3,Dead
69273,2749,Whit,68,22,7,11,348,4,28,d,65,,,,3,Dead
1942,1942,Cran,31,22,2,9,405,2,21,,36,,,45,ck,
711,711,Cran,12,58,7,9,405,2,22,,28,,,53,a,
941,941,Cran,15,45,5,4,405,1,24,,33,,,57,,
710,710,Cran,12,59,7,9,405,3,24,,43,,,79,a,
551,551,Cran,9,39,4,9,405,3,25,,36,,,62,a,
943,943,Cran,15,47,5,4,405,3,26,,31,,,56,a,
395,395,Cran,7,11,1,2,405,3,26,,42,,,88,a,
942,942,Cran,15,46,5,4,405,2,27,,37,,,69,a,
944,944,Cran,15,48,5,4,405,4,27,,36,,,81,a,
550,550,Cran,9,38,4,9,405,2,29,,39,,,107,a,
712,712,Cran,12,57,7,9,405,1,30,,32,,,62,,
1331,1331,Cran,21,51,6,10,405,3,30,,46,,,69,a,
3525,3525,Cran,56,76,8,5,405,4,30,,50,,,75,a,
3526,3526,Cran,56,75,8,5,405,3,30,,42,,,103,a,
3527,3527,Cran,56,74,8,5,405,2,32,,45,,,93,a,
396,396,Cran,7,12,1,2,405,4,33,,55,,,136,a,
1944,1944,Cran,31,24,2,9,405,4,34,,53,,,84,a,
393,393,Cran,7,9,1,2,405,1,34,,38,,,91,a,
3528,3528,Cran,56,73,8,5,405,1,34,,46,,,95,a,
1943,1943,Cran,31,23,2,9,405,3,34,,57,,,112,,
549,549,Cran,9,37,4,9,405,1,34,,50,,,117,a,
1329,1329,Cran,21,49,6,10,405,1,35,,39,,,63,,
1332,1332,Cran,21,52,6,10,405,4,35,,48,,,65,a,
3830,3830,Cran,60,27,3,1,405,3,36,,39,,ck,55,a,ck
1941,1941,Cran,31,21,2,9,405,1,36,,59,,,87,a,
394,394,Cran,7,10,1,2,405,2,36,,34,,,90,a,
1330,1330,Cran,21,50,6,10,405,2,37,,59,,,115,a,
3831,3831,Cran,60,26,3,1,405,2,42,,60,,,95,w,
3829,3829,Cran,60,28,3,1,405,4,46,,57,,,161,a,
3832,3832,Cran,60,25,3,1,405,1,49,,75,,,191,a,
709,709,Cran,12,60,7,9,405,4,,,,,,,,
552,552,Cran,9,40,4,9,405,4,20,t,26,,,44,a,
7780,3684,Dunc,37,116,8,4,405,4,38,,67,,,121,,
7778,3682,Dunc,37,114,8,4,405,2,45,,64,,,129,,
7796,3700,Dunc,37,132,6,6,405,4,46,,130,,,217,,
7033,2937,Dunc,32,104,5,11,405,4,48,,91,,,122,,
6153,2057,Dunc,25,73,3,8,405,1,50,,77,,,114,,
6870,2774,Dunc,30,3,7,12,405,3,50,,,,,,,
7777,3681,Dunc,37,113,8,4,405,1,51,,90,,,162,,
7034,2938,Dunc,32,103,5,11,405,3,52,,86,,,148,,
5397,1301,Dunc,18,60,4,10,405,4,52,,120,,,171,,
6155,2059,Dunc,25,75,3,8,405,3,52,,75,,,,,
7035,2939,Dunc,32,102,5,11,405,2,54,,93,,,149,,
6869,2773,Dunc,30,4,7,12,405,4,55,,,,,,,
4390,294,Dunc,7,90,1,3,405,2,56,,123,,,201,,
7779,3683,Dunc,37,115,8,4,405,3,57,,75,,,116,,
6154,2058,Dunc,25,74,3,8,405,2,57,,67,,,127,,
5398,1302,Dunc,18,59,4,10,405,3,58,,92,,,155,,
6908,2812,Dunc,31,36,2,9,405,4,60,,106,,,172,,
5400,1304,Dunc,18,57,4,10,405,1,61,,98,,,158,,
4391,295,Dunc,7,91,1,3,405,3,66,,136,,,224,,
7793,3697,Dunc,37,129,6,6,405,1,66,,136,,,232,,
4389,293,Dunc,7,89,1,3,405,1,67,,,,,,,
5399,1303,Dunc,18,58,4,10,405,2,74,,83,,,126,k,
7795,3699,Dunc,37,131,6,6,405,3,74,,117,,,182,,
6871,2775,Dunc,30,2,7,12,405,2,75,,,,,,,
6907,2811,Dunc,31,35,2,9,405,3,76,,125,,,212,,
6872,2776,Dunc,30,1,7,12,405,1,78,,,,,,,
7036,2940,Dunc,32,101,5,11,405,1,80,,129,,,232,,
7794,3698,Dunc,37,130,6,6,405,2,82,,135,,,243,,
6156,2060,Dunc,25,76,3,8,405,4,50,k,98,,,162,,
4392,296,Dunc,7,92,1,3,405,4,51,k,94,,,159,,
6906,2810,Dunc,31,34,2,9,405,2,48,t,,,,,,
6905,2809,Dunc,31,33,2,9,405,1,52,t,106,,,175,,
10602,2410,Ftne,29,42,4,15,405,2,21,,40,,,55,,
10601,2409,Ftne,29,41,4,15,405,1,22,,60,,,128,,
11810,3618,Ftne,43,18,2,6,405,2,25,,72,,,104,,
8284,92,Ftne,2,77,1,8,405,1,29,,58,,,111,,
11812,3620,Ftne,43,20,2,6,405,4,30,,50,k,,59,,
8873,681,Ftne,9,9,3,13,405,1,31,,67,,,138,,
8876,684,Ftne,9,12,3,13,405,4,32,,65,,,191,,
11893,3701,Ftne,44,76,8,1,405,4,34,,68,,,118,,
8875,683,Ftne,9,11,3,13,405,3,34,,93,,,135,,
8874,682,Ftne,9,10,3,13,405,2,35,,106,,,176,,
8754,562,Ftne,7,58,5,7,405,2,36,,71,,,116,,
8815,623,Ftne,8,50,6,1,405,2,36,,82,,,135,,
11896,3704,Ftne,44,73,8,1,405,1,38,,85,d,,105,,
8283,91,Ftne,2,78,1,8,405,2,38,,86,,,148,,
10604,2412,Ftne,29,44,4,15,405,4,38,,100,,,149,,
10603,2411,Ftne,29,43,4,15,405,3,39,,86,,,148,,
8281,89,Ftne,2,80,1,8,405,4,40,,63,,,110,,
11895,3703,Ftne,44,74,8,1,405,2,43,,59,k,,,,
8282,90,Ftne,2,79,1,8,405,3,44,,85,,,155,,
11811,3619,Ftne,43,19,2,6,405,3,45,,69,,,,,
8756,564,Ftne,7,60,5,7,405,4,46,,90,,,126,,
8816,624,Ftne,8,49,6,1,405,1,50,,83,,,135,,
8755,563,Ftne,7,59,5,7,405,3,56,,79,,,168,,
8753,561,Ftne,7,57,5,7,405,1,59,,,,,142,,
11809,3617,Ftne,43,17,2,6,405,1,61,,74,d,,70,,
11825,3633,Ftne,43,33,7,2,405,1,,,,,,,,
11826,3634,Ftne,43,34,7,2,405,2,,,,,,,,
11828,3636,Ftne,43,36,7,2,405,4,,,,,,,,
11827,3635,Ftne,43,35,7,2,405,3,25,c,,,,,,
11894,3702,Ftne,44,75,8,1,405,3,24,d,,,,,,
8814,622,Ftne,8,51,6,1,405,3,38,t,104,,,110,,
8813,621,Ftne,8,52,6,1,405,4,30,t ll,39,d,,64,,
14429,2109,Harr,32,8,4,8,405,4,35,,92,,,158,,
16370,4050,Harr,57,50,6,12,405,2,38,,90,,,168,,
16369,4049,Harr,57,49,6,12,405,1,41,,100,,,188,,
12849,529,Harr,11,21,2,12,405,1,47,,124,,,218,,
12504,184,Harr,5,36,7,8,405,4,48,,118,,,206,,
16512,4192,Harr,59,64,3,3,405,4,48,,140,,,208,,
14432,2112,Harr,32,5,4,8,405,1,48,,127,,,248,,
16372,4052,Harr,57,52,6,12,405,4,50,,105,,,181,,
16511,4191,Harr,59,63,3,3,405,3,50,,111,,,218,,
12851,531,Harr,11,23,2,12,405,3,51,,132,,,208,bw,
14430,2110,Harr,32,7,4,8,405,3,55,,118,,,168,,
14202,1882,Harr,29,70,5,10,405,2,56,,104,,,135,,
15985,3665,Harr,52,16,8,4,405,4,56,,120,,,187,,
12850,530,Harr,11,22,2,12,405,2,56,,112,,,264,,
14203,1883,Harr,29,71,5,10,405,3,57,,116,,,135,,
12503,183,Harr,5,35,7,8,405,3,57,,131,,,191,,
15000,2680,Harr,40,45,1,8,405,1,57,,118,,,196,,
14431,2111,Harr,32,6,4,8,405,2,58,,182,,,347,w,
15988,3668,Harr,52,13,8,4,405,1,59,,128,,,258,k,
14201,1881,Harr,29,69,5,10,405,1,60,,96,,,148,,
16510,4190,Harr,59,62,3,3,405,2,62,,164,k,,302,kw,
14997,2677,Harr,40,48,1,8,405,4,65,,133,,,207,,
14999,2679,Harr,40,46,1,8,405,2,69,,139,,,189,w,
14998,2678,Harr,40,47,1,8,405,3,74,,151,,,214,,
15986,3666,Harr,52,15,8,4,405,3,79,,167,,,228,,
12502,182,Harr,5,34,7,8,405,2,81,,166,,,291,,
12852,532,Harr,11,24,2,12,405,4,83,,141,,,488,ck,
14204,1884,Harr,29,72,5,10,405,4,89,,187,,,298,,
15987,3667,Harr,52,14,8,4,405,2,91,,173,,,274,,
16509,4189,Harr,59,61,3,3,405,1,98,,224,,,348,w,
12501,181,Harr,5,33,7,8,405,1,125,,239,,,370,k,
16371,4051,Harr,57,51,6,12,405,3,59,k,143,,,220,b,
20029,3517,High,110,4,8,3,405,2,18,,,,,,3,
16772,260,High,9,4,6,12,405,1,,,,,,,3,
19972,3460,High,109,4,8,3,405,1,,,,,,,3,
20093,3581,High,112,4,8,3,405,4,,,,,,,3,
16836,324,High,11,4,6,12,405,3,12,c,21,k d,,56,1 k,
17641,1129,High,36,24,2,6,405,4,22,c,,m .,,,3,
17577,1065,High,34,24,2,6,405,2,16,c f,,,,,3,
16893,381,High,12,4,6,12,405,4,20,c f,7,k d,,,3,
17276,764,High,24,5,3,7,405,4,21,c f,,,,,3,
18121,1609,High,51,9,5,11,405,3,2,d,,,,,3,
18057,1545,High,49,9,5,11,405,1,4,d,7,k d,,12,1 d,
20605,4093,High,128,4,7,11,405,4,6,d,,,,,3,
20541,4029,High,126,4,7,11,405,2,7,d,12,d k,,14,1 d,
17157,645,High,21,5,3,7,405,1,10,d,16,k d,,14,1 d,
18983,2471,High,78,26,1,12,405,2,15,d,16,k d,,14,1 k,
19047,2535,High,80,26,1,12,405,4,17,d,10,k d,,,3,
20548,4036,High,127,4,7,11,405,3,18,d,,,,,3,
19576,3064,High,96,9,4,16,405,4,20,d,17,k d,,20,1 k,
18104,1592,High,50,9,5,11,405,2,15,d c,,,,,3,
16829,317,High,10,4,6,12,405,2,15,d c,,,,,3,
19529,3017,High,95,9,4,16,405,3,16,d c,15,k d,,22,1 kd,
18168,1656,High,52,9,5,11,405,4,16,d c,20,k d,,32,1 k,
20036,3524,High,111,4,8,3,405,3,18,d c,22,d,,26,1 kc,
18970,2458,High,77,26,1,12,405,1,20,d c,18,k d,,18,1 kd,
17221,709,High,23,5,3,7,405,3,24,d c,,,,,3,
17212,700,High,22,5,3,7,405,2,13,d f,14,k d,,,3,
19512,3000,High,94,9,4,16,405,2,14,d f,,,,,3,
19034,2522,High,79,26,1,12,405,3,17,d f,,,,,3,
19465,2953,High,93,9,4,16,405,1,21,d f,28,d k,,28,1 dkc,
17560,1048,High,33,24,2,6,405,1,22,d f,23,,,22,1 kd,
17624,1112,High,35,24,2,6,405,3,22,f,19,k d,,24,1 d,
20484,3972,High,125,4,7,11,405,1,23,f,18,k d,,38,1,
23026,2418,Jord,19,21,4,6,405,4,33,,70,,,119,,
22897,2289,Jord,21,22,4,6,405,1,39,,43,,,80,,
23310,2702,Jord,71,17,2,16,405,3,40,,86,,,139,,
23025,2417,Jord,20,21,4,6,405,3,40,,81,,,142,,
20935,327,Jord,75,46,8,15,405,2,40,,93,,,144,w,
24615,4007,Jord,59,2,3,11,405,3,40,,120,,,218,,
20934,326,Jord,74,46,8,15,405,1,41,,102,,,193,,
21540,932,Jord,8,38,1,4,405,2,42,,73,,,100,,
23024,2416,Jord,21,21,4,6,405,2,42,,96,,,168,,
24614,4006,Jord,58,2,3,11,405,2,43,,112,,,171,,
23308,2700,Jord,73,17,2,16,405,1,45,,114,,,162,,
23309,2701,Jord,72,17,2,16,405,2,45,,119,,,194,,
21542,934,Jord,10,38,1,4,405,4,49,,99,m,,128,,
20936,328,Jord,76,46,8,15,405,3,49,,96,,,172,,
21668,1060,Jord,33,37,6,8,405,4,50,,107,,,182,,
20982,374,Jord,47,45,7,5,405,1,51,,104,,,142,,
20985,377,Jord,44,45,7,5,405,4,51,,144,,,192,,
21665,1057,Jord,36,37,6,8,405,3,52,,88,d,,88,p,
24616,4008,Jord,60,2,3,11,405,4,54,,110,,,152,,
24688,4080,Jord,37,1,5,3,405,4,54,,109,,,157,,
24685,4077,Jord,40,1,5,3,405,1,56,,152,,,242,w,
20984,376,Jord,45,45,7,5,405,3,57,,132,,,195,,
20937,329,Jord,77,46,8,15,405,4,58,,139,,,238,w,
21541,933,Jord,9,38,1,4,405,3,61,,41,,,88,,
20983,375,Jord,46,45,7,5,405,2,62,,149,,,183,,
24613,4005,Jord,57,2,3,11,405,1,66,,132,,,178,,
24686,4078,Jord,39,1,5,3,405,2,67,,118,,,240,,
24687,4079,Jord,38,1,5,3,405,3,71,,129,,,288,,
21539,931,Jord,7,38,1,4,405,1,72,,152,,,200,w,
21664,1056,Jord,37,37,6,8,405,2,74,,123,,,182,,
21663,1055,Jord,38,37,6,8,405,1,76,,99,,,177,,
23311,2703,Jord,70,17,2,16,405,4,41,m,68,,,90,,
27981,3257,Kala,14,8,4,13,405,4,23,,,,,,,
25895,1171,Kala,41,63,3,6,405,3,28,,36,,,60,,
25896,1172,Kala,41,64,3,6,405,4,28,,49,,,65,t,
26109,1385,Kala,38,44,2,7,405,4,29,,,,,,,
27555,2831,Kala,20,26,6,10,405,2,30,,,,,,,
24832,108,Kala,56,13,7,4,405,1,30,,38,,,,,
27554,2830,Kala,20,27,6,10,405,3,31,,,,,,,
24831,107,Kala,56,14,7,4,405,2,31,,,,,,,
24829,105,Kala,56,16,7,4,405,4,32,,,,,,,
25048,324,Kala,53,68,8,7,405,4,34,,60,,,96,i,
27556,2832,Kala,20,25,6,10,405,1,34,,,,,,,
26112,1388,Kala,38,41,2,7,405,1,35,,,,,,,
25197,473,Kala,50,56,5,14,405,4,36,,54,,,,,
25200,476,Kala,50,53,5,14,405,1,38,,53,,,,,
24830,106,Kala,56,15,7,4,405,3,39,,,,,,,
25046,322,Kala,53,66,8,7,405,2,41,,31,w,,61,,
25045,321,Kala,53,65,8,7,405,1,55,,57,w,,89,,
25861,1137,Kala,41,29,1,7,405,1,,,,,,,,
25862,1138,Kala,41,30,1,7,405,2,,,,,,,,
25863,1139,Kala,41,31,1,7,405,3,,,,,,,,
25864,1140,Kala,41,32,1,7,405,4,,,,,,,,
26110,1386,Kala,38,43,2,7,405,3,,,,,,,,
26111,1387,Kala,38,42,2,7,405,2,,,,,,,,
25893,1169,Kala,41,61,3,6,405,1,,,,,,,,
25894,1170,Kala,41,62,3,6,405,2,,,,,,,,
27982,3258,Kala,14,7,4,13,405,3,,,,,,,,
27983,3259,Kala,14,6,4,13,405,2,,,,,,,,
27984,3260,Kala,14,5,4,13,405,1,,,,,,,,
25198,474,Kala,50,55,5,14,405,3,,,,,,,,
27553,2829,Kala,20,28,6,10,405,4,,,,,,,,
25047,323,Kala,53,67,8,7,405,3,,,,,,,,
25199,475,Kala,50,54,5,14,405,2,36,t,53,,,,,
32797,3989,Mayo,63,21,4,10,405,1,,,,,,10,,
32549,3741,Mayo,59,29,1,3,405,1,,,,,,,,
32550,3742,Mayo,59,30,1,3,405,2,,,,,,,,
32551,3743,Mayo,59,31,1,3,405,3,,,,,,,,
32552,3744,Mayo,59,32,1,3,405,4,,,,,,,,
32521,3713,Mayo,59,1,2,7,405,1,,,,,,,,
32522,3714,Mayo,59,2,2,7,405,2,,,,,,,,
32523,3715,Mayo,59,3,2,7,405,3,,,,,,,,
32524,3716,Mayo,59,4,2,7,405,4,,,,,,,,
28877,69,Mayo,2,60,3,15,405,4,,,,,,,,
28878,70,Mayo,2,59,3,15,405,3,,,,,,,,
28879,71,Mayo,2,58,3,15,405,2,,,,,,,,
28880,72,Mayo,2,57,3,15,405,1,,,,,,,,
32798,3990,Mayo,63,22,4,10,405,2,,,,,,,,
32799,3991,Mayo,63,23,4,10,405,3,,,,,,,,
30457,1649,Mayo,26,16,5,3,405,4,,,,,,,,
30458,1650,Mayo,26,15,5,3,405,3,,,,,,,,
30459,1651,Mayo,26,14,5,3,405,2,,,,,,,,
30460,1652,Mayo,26,13,5,3,405,1,,,,,,,,
32098,3290,Mayo,52,39,6,1,405,3,,,,,,,,
32100,3292,Mayo,52,37,6,1,405,1,,,,,,,,
28861,53,Mayo,1,53,7,4,405,1,,,,,,,,
28862,54,Mayo,1,54,7,4,405,2,,,,,,,,
28863,55,Mayo,1,55,7,4,405,3,,,,,,,,
28864,56,Mayo,1,56,7,4,405,4,,,,,,,,
30813,2005,Mayo,32,44,8,6,405,4,,,,,,,,
30814,2006,Mayo,32,43,8,6,405,3,,,,,,,,
32800,3992,Mayo,63,24,4,10,405,4,6,d,,,,,,
30815,2007,Mayo,32,42,8,6,405,2,7,d,,,,,,
30816,2008,Mayo,32,41,8,6,405,1,7,d,,,,,,
32099,3291,Mayo,52,38,6,1,405,2,9,d,,,,,,
32097,3289,Mayo,52,40,6,1,405,4,12,d,,,,,,
35386,2482,Naku,32,47,7,4,405,3,23,,35,,,35,,ck
32947,43,Naku,1,43,3,2,405,3,25,,47,,,,,
35387,2483,Naku,32,46,7,4,405,2,27,,40,,,40,,ck
32946,42,Naku,1,42,3,2,405,2,27,,50,,,,,
36289,3385,Naku,44,56,2,9,405,4,29,,65,,,100,,
35251,2347,Naku,30,30,6,15,405,2,34,,51,,,58,,ck
36937,4033,Naku,55,57,4,3,405,1,34,,51,,,78,w,
34490,1586,Naku,20,15,1,2,405,3,39,,74,,,,,
35250,2346,Naku,30,31,6,15,405,3,40,,54,,,80,,
34489,1585,Naku,20,16,1,2,405,4,40,,70,,,,,
36939,4035,Naku,55,59,4,3,405,3,40,,73,,,,,
36940,4036,Naku,55,60,4,3,405,4,40,,79,,,,,
35388,2484,Naku,32,45,7,4,405,1,41,,69,,,85,,
33544,640,Naku,8,1,5,15,405,1,42,,54,,,85,,
36290,3386,Naku,44,55,2,9,405,3,42,,85,,,130,,
33541,637,Naku,8,4,5,15,405,4,42,,86,,,134,,
36693,3789,Naku,50,76,8,9,405,4,43,,84,,,111,,
35252,2348,Naku,30,29,6,15,405,1,45,,44,d,,51,,ck
33543,639,Naku,8,2,5,15,405,2,45,,65,,,91,w,
36291,3387,Naku,44,54,2,9,405,2,45,,68,,,109,w,
36938,4034,Naku,55,58,4,3,405,2,45,,92,,,170,,
34492,1588,Naku,20,13,1,2,405,1,46,,67,,,101,,
35249,2345,Naku,30,32,6,15,405,4,48,,66,,,112,,
33542,638,Naku,8,3,5,15,405,3,51,,86,,,106,w,
35385,2481,Naku,32,48,7,4,405,4,52,,81,,,126,,
36292,3388,Naku,44,53,2,9,405,1,53,,109,,,,,
34491,1587,Naku,20,14,1,2,405,2,55,,89,,,116,w,
36695,3791,Naku,50,74,8,9,405,2,56,,125,,,215,,
36694,3790,Naku,50,75,8,9,405,3,57,,120,,,153,,
32945,41,Naku,1,41,3,2,405,1,60,,103,,,,,
36696,3792,Naku,50,73,8,9,405,1,67,,125,,,208,,
32948,44,Naku,1,44,3,2,405,4,,,,,,,,
40990,3990,Pars,107,32,1,5,405,3,15,,24,i,,45,,
40991,3991,Pars,106,32,1,5,405,2,25,,48,,,125,,
39555,2555,Pars,6,20,7,5,405,2,27,,62,,,70,,
38741,1741,Pars,52,14,5,11,405,4,29,,36,,,50,,
40992,3992,Pars,105,32,1,5,405,1,30,,47,,,120,w,
39556,2556,Pars,5,20,7,5,405,1,30,,34,w i,,,,
38742,1742,Pars,51,14,5,11,405,3,31,,72,,,168,,
39553,2553,Pars,8,20,7,5,405,4,32,,64,,,102,,
37124,124,Pars,124,1,6,1,405,4,34,,42,,,107,,
40154,3154,Pars,82,25,4,10,405,2,35,,48,,,120,,
39640,2640,Pars,80,21,2,11,405,4,35,,42,c p,,,,
40153,3153,Pars,81,25,4,10,405,1,35,,38,c p,,,,
